year,month,month_name,date,state,municipality,category,category_es,category_group,category_raw,incident_count,incidents_per_100k,change_vs_prior_year_pct,source
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,1,0.3363,N/A,SESNSP
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Other Robbery,Otros Robos,Property Crime,Otros robos,27,9.0792,N/A,SESNSP
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,3,1.0088,N/A,SESNSP
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,47,15.8045,N/A,SESNSP
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Rape,Violación,Sexual Crime,Violación simple / equiparada,1,0.3363,N/A,SESNSP
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,15,5.0440,N/A,SESNSP
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,10,3.3627,N/A,SESNSP
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Threats,Amenazas,Domestic & Social,Amenazas,30,10.0880,N/A,SESNSP
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,26,8.7429,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,27,9.0792,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,14,4.7077,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,4,1.3451,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,47,15.8045,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,2,0.6725,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Extortion,Extorsión,Violent Crime,Extorsión,6,2.0176,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Fraud,Fraude,Property Crime,Fraude,38,12.7781,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,4,1.3451,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Other Robbery,Otros Robos,Property Crime,Otros robos,40,13.4507,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,10,3.3627,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,77,25.8925,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Rape,Violación,Sexual Crime,Violación simple / equiparada,3,1.0088,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,19,6.3891,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,3,1.0088,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Threats,Amenazas,Domestic & Social,Amenazas,41,13.7869,N/A,SESNSP
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,26,8.7429,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,39,13.1144,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,16,5.3803,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,11,3.6989,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,38,12.7781,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Extortion,Extorsión,Violent Crime,Extorsión,7,2.3539,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Fraud,Fraude,Property Crime,Fraude,23,7.7341,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,3,1.0088,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Other Robbery,Otros Robos,Property Crime,Otros robos,54,18.1584,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,6,2.0176,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,53,17.8221,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Rape,Violación,Sexual Crime,Violación simple / equiparada,3,1.0088,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,10,3.3627,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,1,0.3363,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,5,1.6813,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Threats,Amenazas,Domestic & Social,Amenazas,31,10.4243,N/A,SESNSP
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,38,12.7781,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,48,16.1408,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,8,2.6901,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,8,2.6901,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,67,22.5299,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,4,1.3451,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Extortion,Extorsión,Violent Crime,Extorsión,3,1.0088,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Femicide,Feminicidio,Violent Crime,Feminicidio,1,0.3363,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Fraud,Fraude,Property Crime,Fraude,37,12.4419,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,4,1.3451,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Other Robbery,Otros Robos,Property Crime,Otros robos,33,11.0968,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,9,3.0264,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,65,21.8573,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Rape,Violación,Sexual Crime,Violación simple / equiparada,2,0.6725,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,21,7.0616,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,3,1.0088,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,10,3.3627,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Threats,Amenazas,Domestic & Social,Amenazas,28,9.4155,N/A,SESNSP
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,38,12.7781,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,41,13.7869,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,14,4.7077,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,9,3.0264,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,48,16.1408,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,1,0.3363,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Extortion,Extorsión,Violent Crime,Extorsión,4,1.3451,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Fraud,Fraude,Property Crime,Fraude,42,14.1232,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,1,0.3363,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Other Robbery,Otros Robos,Property Crime,Otros robos,37,12.4419,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,5,1.6813,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,68,22.8661,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Rape,Violación,Sexual Crime,Violación simple / equiparada,3,1.0088,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,11,3.6989,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,4,1.3451,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,10,3.3627,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Threats,Amenazas,Domestic & Social,Amenazas,37,12.4419,N/A,SESNSP
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,32,10.7605,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,39,13.1144,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,17,5.7165,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,3,1.0088,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,13,4.3715,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,44,14.7957,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,1,0.3363,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Extortion,Extorsión,Violent Crime,Extorsión,3,1.0088,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Fraud,Fraude,Property Crime,Fraude,43,14.4595,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,5,1.6813,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Other Robbery,Otros Robos,Property Crime,Otros robos,41,13.7869,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,7,2.3539,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,70,23.5387,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Rape,Violación,Sexual Crime,Violación simple / equiparada,3,1.0088,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,22,7.3979,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,1,0.3363,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,7,2.3539,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Threats,Amenazas,Domestic & Social,Amenazas,40,13.4507,N/A,SESNSP
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,56,18.8309,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,31,10.4243,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,15,5.0440,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,2,0.6725,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,14,4.7077,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,59,19.8397,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Extortion,Extorsión,Violent Crime,Extorsión,2,0.6725,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Femicide,Feminicidio,Violent Crime,Feminicidio,1,0.3363,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Fraud,Fraude,Property Crime,Fraude,45,15.1320,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,2,0.6725,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Other Robbery,Otros Robos,Property Crime,Otros robos,43,14.4595,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,10,3.3627,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,68,22.8661,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Rape,Violación,Sexual Crime,Violación simple / equiparada,4,1.3451,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,14,4.7077,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,3,1.0088,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,7,2.3539,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Threats,Amenazas,Domestic & Social,Amenazas,40,13.4507,N/A,SESNSP
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,23,7.7341,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,34,11.4331,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,13,4.3715,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,1,0.3363,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,10,3.3627,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,55,18.4947,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,1,0.3363,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Extortion,Extorsión,Violent Crime,Extorsión,5,1.6813,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Fraud,Fraude,Property Crime,Fraude,42,14.1232,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,4,1.3451,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Other Robbery,Otros Robos,Property Crime,Otros robos,32,10.7605,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,6,2.0176,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,42,14.1232,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Rape,Violación,Sexual Crime,Violación simple / equiparada,5,1.6813,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,18,6.0528,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,11,3.6989,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Threats,Amenazas,Domestic & Social,Amenazas,42,14.1232,N/A,SESNSP
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,23,7.7341,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,35,11.7693,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,19,6.3891,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,1,0.3363,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,18,6.0528,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,62,20.8485,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Extortion,Extorsión,Violent Crime,Extorsión,5,1.6813,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Femicide,Feminicidio,Violent Crime,Feminicidio,2,0.6725,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Fraud,Fraude,Property Crime,Fraude,28,9.4155,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,1,0.3363,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Other Robbery,Otros Robos,Property Crime,Otros robos,28,9.4155,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,9,3.0264,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,36,12.1056,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Rape,Violación,Sexual Crime,Violación simple / equiparada,5,1.6813,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,9,3.0264,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,4,1.3451,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,5,1.6813,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Threats,Amenazas,Domestic & Social,Amenazas,24,8.0704,N/A,SESNSP
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,28,9.4155,N/A,SESNSP
